,country_long,name,capacity_mw,primary_fuel,commissioning_year,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017
7933,China,Sanbanxi Dam,1000,Hydro,2006,2693.11,3401.1,3397.72,3888.74,3420.37
7944,China,Sanhe Yanjiao power station,1300,Coal,2003,,,,,6334.49
7945,China,Sanmexia,400,Hydro,1960,1477.29,1735.93,1685.85,1292.26,1735.93
7946,China,Sanshui Hengyi power station,1200,Coal,2011,,,,,5847.22
7958,China,Shaanxi Beiyuan power station,500,Coal,2011,,,,,2436.34
7975,China,Shaanxi Youser Yulin power station,1650,Coal,2013,,,,,8039.93
7980,China,Shahe power station,1200,Coal,2013,,,,,5847.22
7986,China,Shandong Chenming Mill power station,255,Coal,2009,,,,,1242.53
7988,China,Shandong Haihua Weifang power station,150,Coal,2011,,,,,730.9
7990,China,Shandong Hualu Hengsheng power station,174,Coal,2002,,,,,847.84
7992,China,Shandong Huatai power station,270,Coal,2013,,,,,1315.62
7993,China,Shandong Jinling power station,100,Coal,2006,,,,,487.26
8005,China,Shandong Xingda Cogen power station,360,Coal,2016,,,,,1754.16
8008,China,Shandong Zhongtai power station,300,Coal,2007,,,,,1461.8
8014,China,Shanghai Caojing power station,2000,Coal,2010,,,,,9745.38
8018,China,Shanghai Gaoqiao power station,150,Coal,1979,,,,,730.9
8025,China,Shangwan Cogen power station,300,Coal,2009,,,,,1461.8
8032,China,Shankou,220,Hydro,2016,610.7,721.69,720.82,865.11,718.6
8054,China,Shanwei Haifeng power station,2000,Coal,2015,,,,,9745.38
8055,China,Shanwei Honghaiwan power station,2520,Coal,2010,,,,,12279.18
8058,China,Shanxi Guofeng power station,600,Coal,2015,,,,,2923.61
8059,China,Shanxi Guojin power station,600,Coal,2015,,,,,2923.61
8067,China,Shanxi Ruiguang power station,660,Coal,2012,,,,,3215.97
8074,China,Shanxi Yaoguang power station,400,Coal,2012,,,,,1949.07
8077,China,Shanxi Yuguang power station,600,Coal,2015,,,,,2923.61
8090,China,Shaoguan Wastecoal power station,700,Coal,2017,,,,,3410.88
8091,China,Shaoxing Binhai power station,800,Coal,2013,,,,,3898.15
8100,China,Shatuo,1120,Hydro,2009,3204.38,4110.97,4110.97,4492.04,3581.34
8102,China,Shaxikou,300,Hydro,1990,838.74,1029.2,1042.16,947.3,1032.72
8107,China,Shendong Baode power station,270,Coal,2006,,,,,1315.62
8108,China,Shendong Hequ power station,700,Coal,2015,,,,,3410.88
8109,China,Shenery Wuzhong power station,700,Coal,2016,,,,,3410.88
8110,China,Shengle Cogen power station,700,Coal,2016,,,,,3410.88
8111,China,Shengli Dongying power station,1700,Coal,2004,,,,,8283.57
8112,China,Shenhai power station,600,Coal,1991,,,,,2923.61
8113,China,Shenhua Anqing power station,2640,Coal,2013,,,,,12863.9
8114,China,Shenhua Fugu Guojiawan power station,600,Coal,2010,,,,,2923.61
8115,China,Shenhua Fugu power station,1200,Coal,2008,,,,,5847.22
8116,China,Shenhua Guohua Jinjie power station,2400,Coal,2007,,,,,11694.45
8117,China,Shenhua Guoneng Dananhu Power Plant,600,Coal,2011,,,,,2923.61
8118,China,Shenhua Guoneng Fukang power station,300,Coal,2008,,,,,1461.8
8119,China,Shenhua Guoneng Hami power station,2640,Coal,2015,,,,,12863.9
8120,China,Shenhua Hequ power station,2400,Coal,2008,,,,,11694.45
8121,China,Shenhua Jinjiang power station,100,Coal,2006,,,,,487.26
8122,China,Shenhua Jiujiang power station,2104,Coal,2018,,,,,10252.14
8123,China,Shenhua Lingzhou power station,270,Coal,2006,,,,,1315.62
8124,China,Shenhua Shenmu power station,1530,Coal,2013,,,,,7455.21
8125,China,Shenhua Wanzhou power station,2000,Coal,2015,,,,,9745.38
8126,China,Shenhua Wuhai Xilaifeng power station,400,Coal,2010,,,,,1949.07
8127,China,Shenhua Yili power station,800,Coal,2008,,,,,3898.15
8128,China,Shenhua Yuanyang Lake power station,1320,Coal,2010,,,,,6431.95
8129,China,Shenhua Zhundong Wucaiwan power station,700,Coal,2015,,,,,3410.88
8130,China,Shenhua Zhunneng power station,960,Coal,2009,,,,,4677.78
8131,China,Shenhuo Zhundong power station,1400,Coal,2013,,,,,6821.76
8132,China,Shenmu - CLP Coal,220,Coal,1999,,,,,1071.99
8133,China,Shenmu 2 Coal,210,Coal,2000,,,,,1023.26
8134,China,Shenmu Jieneng power station,200,Coal,2012,,,,,974.53
8135,China,Shenneng Korla power station,700,Coal,2017,,,,,3410.88
8155,China,Shidongkou,1050,Gas,2004,,,,,3182.13
8156,China,Shidongkou power station,3820,Coal,1997,,,,,18613.67
8159,China,Shiheng-2 power station,1890,Coal,1998,,,,,9209.38
8160,China,Shihezi Tianhe power station,660,Coal,2012,,,,,3215.97
8163,China,Shijiazhuang - Luhua Coal,660,Coal,2011,,,,,3215.97
8165,China,Shijiazhuang Liangcun power station,660,Coal,2011,,,,,3215.97
8169,China,Shimen power station,1200,Coal,2001,,,,,5847.22
8171,China,Shiquan Dam,225,Hydro,1973,829.8,974.85,971.47,1068.71,978.19
8182,China,Shouguang Jvneng Cogen Power Station,310,Coal,2006,,,,,1510.53
8189,China,Shuangliao West power station,2060,Coal,2003,,,,,10037.74
8191,China,Shuangpai,150,Hydro,1962,440.43,538.56,664.72,703.88,538.56
8196,China,Shuangyashan power station,2040,Coal,2000,,,,,9940.28
8199,China,Shuibuya,1600,Hydro,2008,4697.29,6710.95,6216.23,6307.35,5739.75
8200,China,Shuicheng Mine Coal,100,Coal,2008,,,,,487.26
8201,China,Shuidonggou power station,1200,Coal,2011,,,,,5847.22
8202,China,Shuifeng (Sup'ung),765,Hydro,1943,1762.32,3015.43,2619.2,2912.12,3015.43
8203,China,Shuifumiao,30,Hydro,1960,91.42,110.94,114.7,124.45,125.33
8204,China,Shuikou,1400,Hydro,1995,3381.99,4482.1,4430.14,6154.83,4210.37
8208,China,Shunchang Dam,48,Hydro,2008,159.77,191.18,205.37,220.47,191.18
8209,China,Shunde Desheng power station,600,Coal,2008,,,,,2923.61
8226,China,Sichuan Emeishan power station,270,Coal,2004,,,,,1315.62
8323,China,Silin,1050,Hydro,2009,2873.05,3990.45,3357.51,4330.22,3972.64
8326,China,Singpu Chemicals Taixing power station,160,Coal,2012,,,,,779.63
8327,China,Sinopec Anqing power station,200,Coal,1995,,,,,974.53
8328,China,Sinopec Luoyang Branch power station,160,Coal,2005,,,,,779.63
8329,China,Sinopec Yangzi power station,360,Coal,1987,,,,,1754.16
8330,China,Sinopec Yizheng Plant power station,240,Coal,1986,,,,,1169.44
8332,China,Siping power station,550,Coal,2007,,,,,2679.97
8338,China,Songhuajiang Coal,730,Coal,2003,,,,,3557.06
8339,China,Songhuajiang power station,730,Coal,2009,,,,,3557.06
8347,China,Suizhong power station,3760,Coal,2005,,,,,18321.31
8349,China,Sujiatun Jinshan power station,440,Coal,2010,,,,,2143.98
8350,China,Sulige,350,Gas,2008,,,,,1060.71
8355,China,Suofengying,600,Hydro,2006,1563.63,2104.25,2261.02,2654.31,2104.25
8356,China,Suyuan power station,150,Coal,2015,,,,,730.9
8363,China,Suzhou Dongwu Cogen power station,50,Coal,2004,,,,,243.63
8369,China,Suzhou Huiyuan power station,700,Coal,2008,,,,,3410.88
8380,China,Suzhou Susheng Cogen power station,110,Coal,2005,,,,,535.99
8390,China,Tai'in,1000,Hydro,2007,2135.36,3031.6,3031.6,3692.67,3031.6
8394,China,Taicanggang power station,1300,Coal,2004,,,,,6334.49
8397,China,Taipingwan,190,Hydro,1979,515.8,821.96,730.71,803.68,821.96
8401,China,Taishan Expansion Coal Power Plant,2000,Coal,2010,,,,,9745.38
8402,China,Taiyang Mill power station,340,Coal,2008,,,,,1656.71
8411,China,Taiyuan Steel Mill power station,600,Coal,2010,,,,,2923.61
8412,China,Taiyuan-2 power station,1260,Coal,2006,,,,,6139.59
8418,China,Tangshan Sanyou Cogen power station,150,Coal,2008,,,,,730.9
8419,China,Tangshan Wangtan power station,1200,Coal,2005,,,,,5847.22
8422,China,Tangzhai power station,1200,Coal,2012,,,,,5847.22
8426,China,Tashdian power station,250,Coal,2012,,,,,1218.17
8450,China,Tengzhou Fuyuan Cogen power station,48,Coal,2005,,,,,233.88
8451,China,Tengzhou Xinyuan power station,930,Coal,2005,,,,,4531.6
8453,China,Three Gorges Dam,22500,Hydro,2003,,,,,82810.77
8458,China,Tianchi Changji Cogen power station,700,Coal,2017,,,,,3410.88
8459,China,Tiandong Kamshing power station,270,Coal,2011,,,,,1315.62
8460,China,Tianfu East power station,405,Coal,2011,,,,,1973.43
8461,China,Tianfu North power station,1320,Coal,2017,,,,,6431.95
8462,China,Tianfu Shihutan cogen power station,100,Coal,2011,,,,,487.26
8463,China,Tianfu South power station,910,Coal,2012,,,,,4434.14
8464,China,Tianfu West power station,505,Coal,2011,,,,,2460.7
8468,China,Tianhuangping,1800,Hydro,2004,4063.08,5676.32,5676.32,6866.84,5676.32
8469,China,Tianjin Beijiang power station,3000,Coal,2012,,,,,14618.07
8473,China,Tianjin Dagang power station,1312,Coal,1998,,,,,6392.97
8475,China,Tianjin Guodian Beitang power station,700,Coal,2014,,,,,3410.88
8477,China,Tianjin Northeast power station,660,Coal,2009,,,,,3215.97
8478,China,Tianjin Petrolchemical captive power station,300,Coal,2010,,,,,1461.8
8481,China,Tianlong Mining Fukang Smelting power station,400,Coal,2013,,,,,1949.07
8485,China,Tianshan Qitai power station,700,Coal,2016,,,,,3410.88
8486,China,Tianshenggan power station,660,Coal,1997,,,,,3215.97
8487,China,Tianshengqiao 1,1200,Hydro,2000,4169.91,4242.9,4239.92,4603.27,4279.21
8488,China,Tianshengqiao II,1320,Hydro,1997,4586.9,4667.19,4663.91,5063.6,4707.13
8491,China,Tianye power station,1800,Coal,2011,,,,,8770.84
8492,China,Tianyuan Shandong power station,600,Coal,2010,,,,,2923.61
8495,China,Tieling power station,2520,Coal,2002,,,,,12279.18
8504,China,Toksun Mahatma power station,600,Coal,2012,,,,,2923.61
8506,China,Tongbai,1200,Hydro,2006,2708.72,3784.21,3784.21,4577.89,3784.21
8508,China,Tonghua Xuangang power station,1320,Coal,2010,,,,,6431.95
8509,China,Tongjiezi,600,Hydro,1994,1402.13,2044.48,2018.03,2344.69,2043.81
8514,China,Tongliao power station,1670,Coal,1997,,,,,8137.39
8515,China,Tongling Guodian power station,1200,Coal,2008,,,,,5847.22
8516,China,Tongling Wanneng power station,2600,Coal,2009,,,,,12668.99
8517,China,Tongmei Datang power station,660,Coal,2014,,,,,3215.97
8518,China,Tongmei Tashan power station,2520,Coal,2012,,,,,12279.18
8519,China,Tongmei Yongji power station,1300,Coal,2006,,,,,6334.49
8530,China,Tongzi power station,1200,Coal,2013,,,,,5847.22
8544,China,Tuoketuo 9-10 Coal,600,Coal,2007,,,,,2923.61
8553,China,UPM Changshu power station,100,Coal,1999,,,,,487.26
8555,China,Ulanhot Xingan-2 power station,100,Coal,2008,,,,,487.26
8576,China,Urumqi Petrochemical power station,150,Coal,2001,,,,,730.9
8577,China,Urumuqi Huanpeng power station,60,Coal,2009,,,,,292.36
8578,China,WEnergy Maanshan Power Station,2640,Coal,2005,,,,,12863.9
8579,China,WISCO Qingshan power station,440,Coal,1996,,,,,2143.98
8581,China,Waigaoqiao power station,5240,Coal,2004,,,,,25532.89
8583,China,Wanan Dam,500,Hydro,1990,1430.23,1884.18,1905.79,2016.87,2047.11
8589,China,Wangping power station,440,Coal,2011,,,,,2143.98
8590,China,Wangqu power station,1200,Coal,2006,,,,,5847.22
8593,China,Wanjiazhai,1080,Hydro,2000,2932.51,4507.7,3630.85,3468.36,3630.85
8594,China,Wanjie Gaoke Boshan Cogen power station,70,Coal,2000,,,,,341.08
8596,China,Wansheng power station,600,Coal,2006,,,,,2923.61
8598,China,Wanyuan power station,600,Coal,2008,,,,,2923.61
8600,China,Wawushan Dam,260,Hydro,2007,813.28,989.17,759.89,1149.07,759.89
8604,China,Weihai Cogen power station,210,Coal,2005,,,,,1023.26
8605,China,Weihai power station,1960,Coal,2005,,,,,9550.47
8606,China,Weihe-2 power station,1200,Coal,1994,,,,,5847.22
8607,China,Weihua Cogen power station,100,Coal,2016,,,,,487.26
8609,China,Weilai Energy & Chemical captive power station,150,Coal,2016,,,,,730.9
8610,China,Weinan Factory power station,100,Coal,1996,,,,,487.26
8612,China,Weiqiao Huji power station,2640,Coal,2015,,,,,12863.9
8613,China,Weiqiao Town Public Heating power station,1320,Coal,2013,,,,,6431.95
8614,China,Weiqiao Yangxin power station,1320,Coal,2015,,,,,6431.95
8615,China,Weiqiao Zhanhua power station,700,Coal,2015,,,,,3410.88
8616,China,Weiqiao Zouping-1 power station,2640,Coal,2016,,,,,12863.9
8617,China,Weiqiao Zouping-3 power station,1200,Coal,2008,,,,,5847.22
8618,China,Weiqiao Zouping-6 power station,2640,Coal,2014,,,,,12863.9
8619,China,Weiqiao Zouping-7 power station,2640,Coal,2013,,,,,12863.9
8626,China,Weixin Coal,1200,Coal,2012,,,,,5847.22
8634,China,Wudu Dam,150,Hydro,2008,435.05,528.68,528.68,599.97,528.68
8639,China,Wuhan Ethylene power station,240,Coal,2012,,,,,1169.44
8643,China,Wuhu Zhongdian power station,1320,Coal,2008,,,,,6431.95
8645,China,Wujiangdu,1250,Hydro,1983,3512.97,4848.89,4863.57,5289.62,4848.89
8650,China,Wujiaqu power station,3640,Coal,2013,,,,,17736.59
8651,China,Wujing power station,1800,Coal,1996,,,,,8770.84
8678,China,Wuluwati Dam,60,Hydro,2001,161.96,194.28,219.44,258.69,244.99
8679,China,Wuqiangxi,1200,Hydro,1996,5481.02,6281.25,5917.52,5883.49,6221.96
8686,China,Wuwei Cogen power station,700,Coal,2017,,,,,3410.88
8692,China,Wuxiang power station,1200,Coal,2006,,,,,5847.22
8695,China,XPCC Shihezi Cogen power station,2120,Coal,2015,,,,,10330.1
8696,China,XiAn Xijiao power station,100,Coal,2002,,,,,487.26
8698,China,Xiahuayuan power station,200,Coal,1985,,,,,974.53
8701,China,Xiamen Songyu power station,1200,Coal,2001,,,,,5847.22
8703,China,Xiamen power station,92,Coal,2006,,,,,448.28
8706,China,Xiangfan power station,2400,Coal,2002,,,,,11694.45
8707,China,Xiangjiaba,6448,Hydro,2014,24050.32,28890.38,28219.68,30070.76,28890.38
8714,China,Xiangshuijian,1000,Hydro,2012,2204.21,3100.46,3100.46,3761.71,3100.46
8715,China,Xiangtan power station,1800,Coal,2004,,,,,8770.84
8720,China,Xianyou,1200,Hydro,2013,2052.35,2847.85,3169.82,4326.95,3258.95
8727,China,Xiaolangdi,1800,Hydro,2000,6218.78,7382.68,7157.3,6004.96,7382.68
8728,China,Xiaolongtan power station,600,Coal,1999,,,,,2923.61
8741,China,Xibaipo power station,2400,Coal,2001,,,,,11694.45
8746,China,Xihai-2 power station,270,Coal,2007,,,,,1315.62
8751,China,Xijin,234.4,Hydro,1979,550.58,728.4,728.4,828.4,767.66
8754,China,Xilongchi,1200,Hydro,2007,4102.24,3882.48,3882.48,5530.58,4871.46
8755,China,Xiluodu,12600,Hydro,2013,46996.61,56454.54,55143.92,58761.11,56454.54
8760,China,Xin'an Jiang,845,Hydro,1960,2325.63,2866.46,3182.71,3334.43,2864.81
8761,China,Xinfa Xiwang power station,465,Coal,2003,,,,,2265.8
8762,China,Xinfengjiang,292,Hydro,1960,764.8,900.9,956.69,1054.22,900.9
8767,China,Xingning Coal,270,Coal,2006,,,,,1315.62
8769,China,Xingtai Cogen power station,700,Coal,2016,,,,,3410.88
8773,China,Xingtai power station,600,Coal,1994,,,,,2923.61
8774,China,Xingyang Integration power station,1260,Coal,2010,,,,,6139.59
8775,China,Xingyi power station,1200,Coal,2011,,,,,5847.22
8776,China,Xinhai power station,2660,Coal,2009,,,,,12961.35
8779,China,Xinhui Shuangshui power station-2,300,Coal,2004,,,,,1461.8
8793,China,Xinjiang Guanghui power station,270,Coal,2011,,,,,1315.62
8800,China,Xinjiang Joinworld power station,300,Coal,2012,,,,,1461.8
8810,China,Xinjiang Qiya Smelter power station,2160,Coal,2014,,,,,10525.01
8814,China,Xinjiang Zhongtai Fukang Energy power station,300,Coal,2012,,,,,1461.8
8815,China,Xinjiang Zhongtai Fukang Metallurgy Power Station,600,Coal,2012,,,,,2923.61
8816,China,Xinjiang Zhongtai Huatai power station,300,Coal,2010,,,,,1461.8
8822,China,Xinxiang Baoshan power station,1320,Coal,2007,,,,,6431.95
8823,China,Xinxiang Huayu power station,660,Coal,2005,,,,,3215.97
8829,China,Xinyuan Aluminum power station,3960,Coal,2015,,,,,19295.85
8830,China,Xinyuan Coal,30,Coal,2004,,,,,146.18
8831,China,Xinyuan power station,110,Coal,1999,,,,,535.99
8832,China,Xinyuanjieneng Qingshuichuan power station,600,Coal,2015,,,,,2923.61
8834,China,Xishan Cogen power station,150,Coal,2006,,,,,730.9
8835,China,Xishan Gujiao power station,2460,Coal,2013,,,,,11986.81
8836,China,Xishui Erlang power station,1320,Coal,2015,,,,,6431.95
8837,China,Xishui power station,540,Coal,2002,,,,,2631.25
8845,China,Xixia Ningxia power station,1100,Coal,2014,,,,,5359.95
8853,China,Xuanhua power station,600,Coal,2010,,,,,2923.61
8854,China,Xuanwei power station,1800,Coal,2003,,,,,8770.84
8855,China,Xuchang Yulong power station,2020,Coal,2006,,,,,9842.83
8859,China,Xunjiansi power station,735,Coal,2008,,,,,3581.42
8861,China,Xuzhou Chacheng power station,270,Coal,2000,,,,,1315.62
8862,China,Xuzhou Huamei power station,700,Coal,2016,,,,,3410.88
8863,China,Xuzhou Pengcheng power station,3340,Coal,2006,,,,,16274.78
8867,China,Yamzho Yumco,510,Hydro,2011,1215.51,1558.97,1479.42,1805.95,1546.59
8875,China,Yangbajain Geothermal,25.1,Geothermal,1977,,,,,110.35
8877,China,Yangcheng power station,3300,Coal,2004,,,,,16079.87
8889,China,Yangmei-3 power station,130,Coal,1998,,,,,633.44
8892,China,Yangqu,1200,Hydro,2016,3517.36,3674.78,4293.3,4701.28,3674.78
8896,China,Yangquan-2 power station,1280,Coal,1998,,,,,6237.04
8897,China,Yangshan Coal,185,Coal,1991,,,,,901.44
8899,China,Yanguoxia,440,Hydro,1970,1016.65,1538.1,1294.22,1499.97,1294.22
8901,China,Yangxi Zhujiang power station,2520,Coal,2011,,,,,12279.18
8910,China,Yangzhou Mill power station,122,Coal,2010,,,,,594.46
8911,China,Yangzhou-1 power station,660,Coal,1999,,,,,3215.97
8912,China,Yangzhou-2 power station,2460,Coal,2002,,,,,11986.81
8913,China,Yangzonghai power station,1000,Coal,2004,,,,,4872.69
8924,China,Yantan,1210,Hydro,1992,3009.92,3640.11,3828.91,3535.39,3828.91
8928,China,Yanzhou Mine Jisan power station,270,Coal,2006,,,,,1315.62
8931,China,Yaomeng power station,2160,Coal,1994,,,,,10525.01
8933,China,Yaxi power station,1200,Coal,2005,,,,,5847.22
8934,China,Yayangshan Dam,120,Hydro,2006,311.83,393.86,392.64,450.81,408.8
8935,China,Yele Asphalt,240,Hydro,2006,496.29,664.03,789.17,846.11,668.34
8937,China,Yemazhai power station,600,Coal,2005,,,,,2923.61
8940,China,Yichang East power station,600,Coal,2009,,,,,2923.61
8942,China,Yichang Xiaoting power station,700,Coal,2014,,,,,3410.88
8944,China,Yichuan Longquan Kim Hyung power station,1320,Coal,2012,,,,,6431.95
8945,China,Yichuan-3 power station,900,Coal,2006,,,,,4385.42
8951,China,Yihua Wucaiwan power station,660,Coal,2014,,,,,3215.97
8956,China,Yima Gezha power station,310,Coal,2010,,,,,1510.53
8967,China,Yining Coal,700,Coal,2015,,,,,3410.88
8971,China,Yinxing power station,1320,Coal,2017,,,,,6431.95
8974,China,Yixing,1000,Hydro,2008,3169.48,2833.73,3316.19,3816.28,3090.37
8975,China,Yixing - Guoxing Gas,800,Coal,2015,,,,,3898.15
8976,China,Yixing - Union 1-4 Coal,150,Coal,1995,,,,,730.9
8977,China,Yixing Cogen power station,120,Coal,2004,,,,,584.72
8978,China,Yixing Xielian power station,270,Coal,2002,,,,,1315.62
8979,China,Yiyang power station,1920,Coal,2005,,,,,9355.56
8980,China,Yizhuang,150,Gas,2007,,,,,454.59
8983,China,Yongan power station,600,Coal,2002,,,,,2923.61
8985,China,Yongcheng Coal,600,Coal,2011,,,,,2923.61
8987,China,Yongchuan Songgai power station,270,Coal,2008,,,,,1315.62
8991,China,Yonghao Waste Coal power station,100,Coal,2007,,,,,487.26
9002,China,Yongxing Coal,120,Coal,2008,,,,,584.72
9008,China,Youyu power station,660,Coal,2012,,,,,3215.97
9013,China,Yuci power station,660,Coal,2010,,,,,3215.97
9014,China,Yudean Dabu power station,1200,Coal,2016,,,,,5847.22
9015,China,Yuehua Huangpu power station,600,Coal,1990,,,,,2923.61
9016,China,Yuelian Coal,520,Coal,2000,,,,,2533.79
9021,China,Yueyang Paper Mill power station,100,Coal,2010,,,,,487.26
9035,China,Yulin Beijiao power station,700,Coal,2018,,,,,3410.88
9036,China,Yulin Energy Chemical Industry captive power station,100,Coal,2016,,,,,487.26
9038,China,Yulin Methanol power station,300,Coal,2008,,,,,1461.8
9039,China,Yulin Shanghe power station,280,Coal,2004,,,,,1364.35
9040,China,Yulin Yangguang power station,60,Coal,2003,,,,,292.36
9041,China,Yulin Yuheng power station,1200,Coal,2014,,,,,5847.22
9049,China,Yuncheng power station,1200,Coal,2007,,,,,5847.22
9050,China,Yunfeng,400,Hydro,1971,1118.32,1252.02,1257.94,1431.97,1220.9
9051,China,Yunfu power station,1120,Coal,2004,,,,,5457.41
9053,China,Yunhe power station,1240,Coal,2004,,,,,6042.13
9054,China,Yuning Cogen Power Station,100,Coal,2006,,,,,487.26
9171,China,Zangmu,540,Hydro,2014,1324.86,1674.03,1693.09,1856.92,1674.03
9172,China,Zaozhuang Bayi power station,700,Coal,2018,,,,,3410.88
9173,China,Zaozhuang Nanjiao Cogen Power Station,100,Coal,2006,,,,,487.26
9182,China,Zhangdian power station,190,Coal,1999,,,,,925.81
9183,China,Zhanghewan,1000,Hydro,2009,1481.38,2408.17,2460.23,3716.65,1962.78
9186,China,Zhangjiagang Changyuan Cogen power station,70,Coal,2011,,,,,341.08
9187,China,Zhangjiagang Shagang power station,200,Coal,2004,,,,,974.53
9188,China,Zhangjiagang Shazhou power station,3260,Coal,2013,,,,,15884.97
9189,China,Zhangjiajie Sangzi power station,120,Coal,2007,,,,,584.72
9195,China,Zhangjiakou ZTP power station,600,Coal,2010,,,,,2923.61
9196,China,Zhangjiakou power station,2560,Coal,1996,,,,,12474.08
9197,China,Zhangping power station,600,Coal,2003,,,,,2923.61
9198,China,Zhangqiu power station,890,Coal,2005,,,,,4336.69
9199,China,Zhangshan power station,1800,Coal,2007,,,,,8770.84
9202,China,Zhangze Changzhi power station,840,Coal,1989,,,,,4093.06
9203,China,Zhangze Linfen power station,600,Coal,2012,,,,,2923.61
9204,China,Zhanhua Waste Coal power station,240,Coal,2016,,,,,1169.44
9205,China,Zhanjiang Aoliyou power station,1200,Coal,2011,,,,,5847.22
9206,China,Zhanjiang Coal,1200,Coal,1995,,,,,5847.22
9207,China,Zhaofeng Aluminum captive power station,405,Coal,2006,,,,,1973.43
9217,China,Zhejiang Jian Paper Container power station,84,Coal,2006,,,,,409.3
9218,China,Zhejiang Taizhou-1 power station,1260,Coal,1995,,,,,6139.59
9219,China,Zhejiang Taizhou-2 power station,2000,Coal,2015,,,,,9745.38
9225,China,Zhejiang Zhenhai power station,860,Coal,1988,,,,,4190.51
9227,China,Zhelin,180,Hydro,1975,531.07,696.04,668.22,844.65,668.22
9228,China,Zheneng Changxing power station,1200,Coal,2004,,,,,5847.22
9229,China,Zheneng Liuheng power station,2000,Coal,2014,,,,,9745.38
9230,China,Zheneng Wenzhou power station,2520,Coal,2007,,,,,12279.18
9231,China,Zheneng Yueqing power station,2520,Coal,2009,,,,,12279.18
9240,China,Zhengzhou Taixiang Cogen power station,270,Coal,2008,,,,,1315.62
9241,China,Zhengzhou Zhengdong power station,400,Coal,2007,,,,,1949.07
9242,China,Zhenhai Oil power station,300,Coal,2008,,,,,1461.8
9250,China,Zhexi,948,Hydro,1962,3238.5,3862.64,3862.64,4186.24,3862.64
9252,China,Zhikong,100,Hydro,2007,319.34,380.81,390.62,431.37,463.68
9274,China,Zhongtai Toksun power station,600,Coal,2015,,,,,2923.61
9275,China,Zhongtian Hechuang Ordos power station,300,Coal,2016,,,,,1461.8
9292,China,Zhuhai GZP power station,1400,Coal,2000,,,,,6821.76
9295,China,Zhumadian-3 power station,660,Coal,2011,,,,,3215.97
9296,China,Zhunda power station,600,Coal,2006,,,,,2923.61
9297,China,Zhungeer power station,1320,Coal,2003,,,,,6431.95
9304,China,Zibo Hongda power station,140,Coal,2004,,,,,682.17
9307,China,Zouxian power station,4540,Coal,1998,,,,,22122.01
9308,China,Zunhua Coal,600,Coal,2011,,,,,2923.61
